priming,cor_type,cor, sub
soc,loc_cor,-0.019673997202129433,221
soc,soc_cor,0.04528298769013695,221
soc,loc_cor,-0.009198690068215913,222
soc,soc_cor,0.0370048950405607,222
soc,loc_cor,0.001101045465993856,223
soc,soc_cor,-0.0009537400501782012,223
soc,loc_cor,0.003529359410415468,224
soc,soc_cor,0.04273824069251693,224
soc,loc_cor,-0.0023641196989175766,225
soc,soc_cor,0.03498490456912934,225
np,loc_cor,0.02412136284048425,226
np,soc_cor,0.02790791353897414,226
np,loc_cor,0.015868184659814183,227
np,soc_cor,0.03398120369059166,227
np,loc_cor,0.021434736030456838,228
np,soc_cor,0.024413108979118567,228
np,loc_cor,0.00025665812343032666,229
np,soc_cor,0.04497300962269633,229
np,loc_cor,0.02169282899524497,230
np,soc_cor,0.03510934150894355,230
np,loc_cor,0.04038050767479578,231
np,soc_cor,0.03198907753577624,231
np,loc_cor,0.02835241756587569,232
np,soc_cor,0.02817661010913152,232
np,loc_cor,0.016517388990275772,233
np,soc_cor,0.022861781147411733,233
loc,loc_cor,0.024981211052878514,234
loc,soc_cor,0.013674554881769248,234
loc,loc_cor,0.02421904441031554,235
loc,soc_cor,0.015745473695138255,235
loc,loc_cor,0.028052815864238564,236
loc,soc_cor,0.002412824801850773,236
loc,loc_cor,0.015854816010087355,237
loc,soc_cor,0.028336676849449894,237
loc,loc_cor,0.019673865228585323,238
loc,soc_cor,0.019627298255477904,238
loc,loc_cor,0.04328334245469132,239
loc,soc_cor,0.019970101496360505,239
loc,loc_cor,0.054058844516980856,240
loc,soc_cor,0.013920624238178527,240
loc,loc_cor,0.04704579683695165,241
loc,soc_cor,0.004545605263615026,241
loc,loc_cor,0.035036505892753894,242
loc,soc_cor,0.04412748550026322,242
soc,loc_cor,0.02917043301082581,243
soc,soc_cor,0.03000745264617622,243
soc,loc_cor,0.02854845531324057,244
soc,soc_cor,0.010459803453495444,244
soc,loc_cor,0.026814452970086815,245
soc,soc_cor,0.01749209452491576,245
soc,loc_cor,-0.02392965232207451,246
soc,soc_cor,0.03260213473684227,246
soc,loc_cor,0.0019288401115898836,247
soc,soc_cor,0.03419903336647307,247
soc,loc_cor,0.039052790957075416,248
soc,soc_cor,0.02086391520739794,248
soc,loc_cor,-0.0011730901057116292,249
soc,soc_cor,0.02587943555358472,249
np,loc_cor,0.039031769882523146,250
np,soc_cor,0.015306048050538569,250
np,loc_cor,0.02351534981793944,251
np,soc_cor,0.05338211861435284,251
np,loc_cor,0.041838714911108514,252
np,soc_cor,0.02593785594884459,252
np,loc_cor,0.006725139231634247,253
np,soc_cor,0.0423368382375956,253
np,loc_cor,0.019641544994414492,254
np,soc_cor,0.0263575455693501,254
np,loc_cor,0.022117871620149405,255
np,soc_cor,0.0020273687454098912,255
np,loc_cor,0.022339431602051506,256
np,soc_cor,0.026668131690045067,256
np,loc_cor,-0.003743883081611622,257
np,soc_cor,0.0407375363876379,257
loc,loc_cor,0.031491250853671666,258
loc,soc_cor,0.027667270074835076,258
loc,loc_cor,0.03161461191725485,259
loc,soc_cor,0.042793909886970134,259
loc,loc_cor,0.031114893098910894,260
loc,soc_cor,0.033249427582730674,260
loc,loc_cor,0.023281163823599873,261
loc,soc_cor,0.030237796916756286,261
loc,loc_cor,0.0347591806893999,262
loc,soc_cor,0.018196962217020208,262
loc,loc_cor,0.05255742026617292,263
loc,soc_cor,0.03149419123105704,263
loc,loc_cor,0.08404600621151412,264
loc,soc_cor,0.030750133370235435,264
loc,loc_cor,0.03187512804989369,265
loc,soc_cor,0.02127248069774157,265
loc,loc_cor,0.08171546870849151,266
loc,soc_cor,0.02232612510874938,266
soc,loc_cor,0.04231209361371029,267
soc,soc_cor,0.03164616295390345,267
soc,loc_cor,0.02518016326819885,268
soc,soc_cor,0.030458257665970958,268
soc,loc_cor,0.022273431192210872,269
soc,soc_cor,0.008417131853676128,269
soc,loc_cor,0.02883795492222338,270
soc,soc_cor,0.08089988623859941,270
soc,loc_cor,0.026865204405084924,271
soc,soc_cor,0.0163948108850753,271
soc,loc_cor,-0.037171652972304445,272
soc,soc_cor,0.08864163874123326,272
soc,loc_cor,0.026978253281886362,273
soc,soc_cor,0.006312206186696408,273
soc,loc_cor,0.024637673084294015,274
soc,soc_cor,0.015078172723151081,274
np,loc_cor,0.028806518996969375,275
np,soc_cor,0.04581267024718489,275
np,loc_cor,0.018673966390402683,276
np,soc_cor,-0.014475670744060379,276
